,name,gearbox,fuel,mfd_date,mileage,power,price
818,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-06,225000,103,2750
819,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2004-12,352000,74,1650
820,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2015-05,292000,110,13200
821,"Volkswagen Passat, 1.6 l., sedanas",Automatinė,Dyzelinas,2016-04,134889,88,12200
822,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2008-05,226000,77,3450
823,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2007-01,330000,77,2299
824,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Benzinas,2008-10,149000,147,3450
825,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-01,167360,176,17950
826,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2013-06,235465,130,8499
827,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2005-05,255000,74,1800
828,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-10,270000,103,6800
829,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-12,314800,125,3000
830,"Volkswagen Passat, 1.9 l., universalas",Automatinė,Dyzelinas,1998,330000,81,400
831,"Volkswagen Passat, 1.2 l., hečbekas",Mechaninė,Benzinas / dujos,2006-07,183000,40,1299
832,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2002,252000,96,1700
833,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2001-05,338000,74,1850
834,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2011-11,164000,110,6750
835,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2006-06,297500,77,2500
836,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2016-07,175000,88,7200
837,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-07,250000,103,7000
838,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,1999,416,81,1250
839,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2010-10,202000,103,3500
840,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Benzinas,2005-01,244000,85,1550
841,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2008,199500,77,3200
842,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-10,215000,110,9700
843,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-10,205000,103,3000
844,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2008-01,330764,103,3300
845,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2016-07,191000,88,7850
846,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2006-01,153500,77,3350
847,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2003-05,360000,96,1800
848,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2005-12,270000,103,2299
849,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2004-01,263000,96,1850
850,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Benzinas,2002-10,221010,85,1350
851,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-03,243423,103,3450
852,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2005-03,237000,100,1950
853,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2016-08,223000,140,14500
854,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2016-10,211000,88,9900
855,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2016-10,110096,110,20400
856,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,1999,364000,81,900
857,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-07,260000,103,3250
858,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-07,249000,103,3199
859,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-10,65700,139,16500
860,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2008-05,352000,103,3300
861,"Volkswagen Passat, 1.6 l., sedanas",Automatinė,Dyzelinas,2016-04,186927,88,14990
862,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2015-04,181000,88,8700
863,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Benzinas,2007-06,190000,110,3200
864,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2015-06,125472,92,12500
865,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2005-10,215000,103,3650
866,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2003-12,302058,96,1200
867,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2015-06,181000,110,16300
868,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2013,99988,103,8300
869,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2009-06,263500,125,3550
870,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-06,359000,125,3700
871,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-08,241150,110,9990
872,"Volkswagen Passat, sedanas",Mechaninė,Dyzelinas,2006-02,224257,103,3100
873,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2006,390000,103,2500
874,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2012-06,133000,103,7250
875,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,1998,280000,81,1500
876,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2012-10,273200,103,7000
877,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2008,290000,103,3600
878,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2011,242000,103,6000
879,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2011,177900,125,7900
880,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2005-09,193000,103,2950
881,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2017,64000,125,9999
882,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2008-08,286000,77,2100
883,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-09,263000,103,2699
884,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2008-05,270000,77,3800
885,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2017-02,72000,110,16500
886,"Volkswagen Passat, 1.5 l., sedanas",Automatinė,Benzinas,2019-09,2500,110,30650
887,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2015-06,88000,132,18500
888,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2016-04,167103,88,12200
889,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-03,227200,103,2750
890,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-07,158000,140,15600
891,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-02,181001,110,13450
892,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2008-09,216000,125,4800
893,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-09,171150,110,16800
894,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Benzinas,2019-09,8109,140,34000
895,"Volkswagen Passat, 1.9 l., universalas",Automatinė,Dyzelinas,2001-12,265000,96,1250
896,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-07,321740,103,3550
897,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2005-10,280000,77,3000
898,"Volkswagen Passat, 1.8 l., universalas",Automatinė,Benzinas,2011-11,121000,118,7500
899,"Volkswagen Passat, 2.5 l., universalas",Mechaninė,Dyzelinas,2003,340000,132,1800
900,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2008-05,272000,125,3100
901,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2011-09,283000,103,6700
902,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2006-11,245000,103,2700
903,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-12,284000,125,3300
904,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2007-01,196000,125,3500
905,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,1998,400000,66,600
906,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2005,287000,103,3200
907,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-06,279000,125,3150
908,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2007-09,223000,77,3250
909,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2016,35000,125,10500
910,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2016,60721,125,11900
911,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2013-06,149930,103,9900
912,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2012-02,338699,103,8100
913,"Volkswagen Passat, 1.6 l., sedanas",Mechaninė,Dyzelinas,2013-09,173544,77,8100
914,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2017-01,117013,110,14800
915,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2017-01,160911,110,14800
916,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2015-09,140000,110,9999
917,"Volkswagen Passat, 1.8 l., universalas",Mechaninė,Benzinas,1997-10,190000,92,1000
918,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2001-11,293000,96,2650
919,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2010-07,260100,103,3500
920,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Benzinas,2008-05,236000,147,3650
921,"Volkswagen Passat, 1.8 l., universalas",Mechaninė,Benzinas / dujos,1994-01,325000,66,500
922,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,1993,430000,66,750
923,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,1994,521000,66,800
924,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2016-05,146500,91,10900
925,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2006-07,242000,77,2800
926,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2005-05,235300,96,2990
927,"Volkswagen Passat, 1.6 l., sedanas",Automatinė,Dyzelinas,2016-06,128201,88,10650
928,"Volkswagen Passat, 2.5 l., sedanas",Automatinė,Benzinas,2013-11,177814,125,6750
929,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-03,263416,103,3250
930,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2007-07,257000,77,3200
931,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-12,197200,110,10450
932,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2013-12,106000,130,11500
933,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2015-02,291000,77,5950
934,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-09,197333,103,2750
935,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2012-02,205857,103,8900
936,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Benzinas,2005-12,184000,110,1800
937,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2008-07,203000,125,3490
938,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-12,224690,103,3800
939,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2009-11,260000,81,3500
940,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas / elektra,2017-07,77000,115,18999
941,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-01,204000,103,2799
942,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-05,195353,103,7300
943,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2007-11,201000,103,2650
944,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-09,223000,103,2950
945,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2015-02,215666,88,10700
946,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2005,295000,103,3600
947,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2015-04,181300,88,9700
948,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2017-05,70776,92,16950
949,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2012-07,210000,77,5450
950,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-03,329999,103,2000
951,"Volkswagen Passat, 1.6 l., sedanas",Automatinė,Dyzelinas,2015-11,177882,88,8700
952,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-06,134517,110,9700
953,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-07,188130,110,12950
954,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Benzinas,2005-12,151000,85,2900
955,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2014-02,221455,77,6200
956,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2005-09,329000,103,3150
957,"Volkswagen Passat, 3.6 l., sedanas",Automatinė,Benzinas,2016,69000,206,11500
958,"Volkswagen Passat, 1.4 l., sedanas",Mechaninė,Benzinas / dujos,2011-08,240000,110,6350
959,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2007-01,280859,103,3600
960,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2015,82000,110,8800
961,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2010-03,185000,103,5550
962,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2017-01,54000,140,24100
963,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-03,292659,103,2300
964,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Benzinas / dujos,1994-03,335000,85,650
965,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-04,188150,140,15450
966,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015,219000,110,10000
967,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Benzinas,2006-11,270000,110,2600
968,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2013-02,173683,103,9950
969,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2008-05,340000,103,3500
970,"Volkswagen Passat, 1.5 l., sedanas",Automatinė,Benzinas,2019,9,110,30500
971,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2017,77571,110,17300
972,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-03,188652,140,17500
973,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-11,269000,103,3100
974,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-03,250000,103,2950
975,"Volkswagen Passat, 2.5 l., sedanas",Automatinė,Benzinas,2014-03,121790,125,6100
976,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-01,184000,110,10300
977,"Volkswagen Passat, 1.5 l., sedanas",Automatinė,Benzinas,2019-04,18104,110,20850
978,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2014-04,126000,77,7299
979,"Volkswagen Passat, 1.5 l., sedanas",Automatinė,Benzinas,2019-01,32418,110,20850
980,"Volkswagen Passat, 1.5 l., sedanas",Automatinė,Benzinas,2019-01,36000,110,20850
981,"Volkswagen Passat, 1.5 l., sedanas",Automatinė,Benzinas,2019-01,28515,110,20850
982,"Volkswagen Passat, 1.5 l., sedanas",Automatinė,Benzinas,2019-01,26681,110,20850
983,"Volkswagen Passat, 1.5 l., sedanas",Automatinė,Benzinas,2019-04,21970,110,21550
984,"Volkswagen Passat, 1.5 l., sedanas",Automatinė,Benzinas,2019-04,24603,110,20850
985,"Volkswagen Passat, 2.5 l., universalas",Mechaninė,Dyzelinas,2004-05,230000,120,1600
986,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2014-05,179000,130,8400
987,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-12,268640,103,6350
988,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2017-08,45000,110,17400
989,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-06,300000,125,6200
990,"Volkswagen Passat, 1.4 l., sedanas",Mechaninė,Benzinas,2013-05,214000,118,9200
991,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2015-09,250000,110,8800
992,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2002,440000,96,1100
993,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-12,253000,103,2999
994,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2016-11,68000,125,10500
995,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2016-06,105174,110,15450
996,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2015-04,166962,176,16000
997,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,1995-10,166000,66,1260
998,"Volkswagen Passat, 1.5 l., sedanas",Automatinė,Benzinas,2019,4300,110,29300
999,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2014-04,205500,103,9500
1000,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,1997-06,295700,66,650
1001,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2015-10,111000,176,20000
1002,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2011-10,220588,90,6900
1003,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Benzinas,2017-08,19706,130,14899
1004,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Benzinas,2007-02,234508,147,2899
1005,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2012-02,251520,125,9000
1006,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-08,135671,110,15450
1007,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2012-01,220000,125,7500
1008,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-10,60000,139,16500
1009,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2012-09,250000,125,7250
1010,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2003,267342,96,1600
1011,"Volkswagen Passat, 2.3 l., sedanas",Mechaninė,Benzinas,1998,288322,110,1500
1012,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Benzinas,2009-07,129000,147,4200
1013,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2017,80000,125,13900
1014,"Volkswagen Passat, 1.8 l., universalas",Automatinė,Benzinas,2008-06,238744,118,3300
1015,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-06,217000,110,9800
1016,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2007-01,374000,77,2300
1017,"Volkswagen Passat, 1.5 l., sedanas",Automatinė,Benzinas,2019-01,26267,110,20850
1018,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2011-03,216951,90,7500
1019,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2005-11,208000,77,3100
1020,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-03,177982,110,12900
1021,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2014-08,162571,103,9900
1022,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2019-05,14850,110,18450
1023,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2012,233444,103,8600
1024,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2005-10,232000,103,3250
1025,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-03,372810,103,1650
1026,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2002-12,272822,96,1100
1027,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Benzinas,2009-10,176300,147,3900
1028,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2009-01,232150,103,4500
1029,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2017-09,75815,132,9999
1030,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-09,266000,125,3150
1031,"Volkswagen Passat, 2.5 l., universalas",Mechaninė,Dyzelinas,2002-08,268,110,2000
1032,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2010-10,187000,90,4650
1033,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2000-01,460000,85,600
1034,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2015-04,99929,92,12950
1035,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2002-04,356655,96,1300
1036,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-10,286406,103,2390
1037,"Volkswagen Passat, 1.8 l., sedanas",Mechaninė,Benzinas,1997-10,234000,92,700
1038,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2012-09,178768,77,6500
1039,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2005-12,254000,77,3350
1040,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-09,161000,110,13900
1041,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-06,233000,103,3200
1042,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2011-09,212000,103,6800
1043,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-08,230981,103,3199
1044,"Volkswagen Passat, 1.8 l., universalas",Automatinė,Benzinas,2016-11,71263,132,16900
1045,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-07,239000,125,6990
1046,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Benzinas,2011-04,260000,155,7200
1047,"Volkswagen Passat, 1.5 l., universalas",Automatinė,Benzinas,2019-05,19340,110,22100
1048,"Volkswagen Passat, 1.8 l., universalas",Mechaninė,Benzinas,2011-03,195000,118,6800
1049,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2017-06,221442,110,13700
1050,"Volkswagen Passat, 2.5 l., universalas",Automatinė,Dyzelinas,2005-05,150000,132,1899
1051,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2015-04,231794,88,12900
1052,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Benzinas,2006-09,266000,110,2550
1053,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2014-04,124280,118,9900
1054,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2015-10,169914,110,10999
1055,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-02,180000,103,3150
1056,"Volkswagen Passat, 1.6 l., sedanas",Mechaninė,Dyzelinas,2016-10,50900,88,13990
1057,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2014,136736,103,6800
1058,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-11,247850,103,4000
1059,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2018-04,46231,92,18100
1060,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2017-01,105000,110,13200
1061,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2019-07,4678,110,26500
1062,"Volkswagen Passat, 1.8 l., universalas",Automatinė,Benzinas,2016-10,70322,132,17600
1063,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2015,169000,132,8800
1064,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2016-05,130600,91,11300
1065,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2015-01,159652,112,11000
1066,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2015-01,131000,103,12000
1067,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-07,345000,125,3500
1068,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-12,265000,100,3999
1069,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Benzinas,1995-11,257032,74,1700
1070,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-10,184300,140,13950
1071,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Benzinas,2015,94800,125,9000
1072,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2013-03,262000,103,6950
1073,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2011-07,248877,90,7000
1074,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-05,160600,140,12800
1075,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2008-06,202000,103,3450
1076,"Volkswagen Passat, 1.6 l., sedanas",Automatinė,Dyzelinas,2016-05,155000,88,11500
1077,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Benzinas,2001-12,1700,85,1500
1078,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2011-09,190000,103,6400
1079,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2015-07,65000,112,11000
1080,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-11,165060,110,14400
1081,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2015-01,95385,132,8800
1082,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2015,210000,110,8790
1083,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2015-06,193000,88,10800
1084,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,1999,279280,66,1029
1085,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2016-09,230000,110,10450
1086,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2013-12,120000,130,11500
1087,"Volkswagen Passat, 1.4 l., sedanas",Mechaninė,Benzinas / dujos,2012-12,160000,110,4900
1088,"Volkswagen Passat, 1.5 l., universalas",Automatinė,Benzinas,2020,0,110,35900
1089,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2011-08,225207,103,5700
